open_datetime,close_datetime,spread_side,grid_level,entry_spread,take_profit_spread,xau_open_price,xau_open_direction,xaut_open_price,xaut_open_direction,xau_open_amount,xaut_open_amount,xau_close_price,xau_close_direction,xaut_close_price,xaut_close_direction,fee,pnl
2026-01-28 11:35:00,2026-01-28 22:21:00,SHORT_SPREAD,14.0,14.0,11.0,5271.41,SELL,5257.599999999999,BUY,63256.92,63091.2,5269.91,BUY,5259.099999999999,SELL,30.323548799999998,5.6764512000000025
2026-01-28 22:25:00,2026-01-28 23:22:00,SHORT_SPREAD,14.0,14.0,11.0,5444.99,SELL,5430.8,BUY,65339.88,65169.600000000006,5443.49,BUY,5432.3,SELL,31.3222752,4.6777248
2026-01-28 23:30:00,2026-01-28 23:39:00,SHORT_SPREAD,14.0,14.0,11.0,5515.31,SELL,5500.4,BUY,66183.72,66004.79999999999,5513.81,BUY,5501.9,SELL,31.7252448,4.274755200000001
2026-01-28 23:42:00,2026-01-29 10:01:00,SHORT_SPREAD,14.0,14.0,11.0,5567.46,SELL,5553.4,BUY,66809.52,66640.79999999999,5565.96,BUY,5554.9,SELL,32.0280768,3.971923199999999
2026-01-29 10:07:00,2026-01-31 18:15:00,SHORT_SPREAD,14.0,14.0,11.0,5541.2,SELL,5526.2,BUY,66494.4,66314.4,5539.7,BUY,5527.7,SELL,31.874111999999997,4.125888000000003
2026-01-31 18:25:00,2026-01-31 18:35:00,SHORT_SPREAD,14.0,14.0,11.0,4848.4,SELL,4834.4,BUY,58180.799999999996,58012.799999999996,4846.9,BUY,4835.9,SELL,27.886463999999997,8.113536000000003
2026-01-17 19:01:00,2026-01-31 18:37:00,SHORT_SPREAD,8.0,8.0,5.0,4603.05,SELL,4594.7,BUY,55236.600000000006,55136.399999999994,4601.55,BUY,4596.2,SELL,26.48952,9.510480000000001
2026-01-31 18:42:00,2026-01-31 18:52:00,SHORT_SPREAD,14.0,14.0,11.0,4846.91,SELL,4832.599999999999,BUY,58162.92,57991.2,4845.41,BUY,4834.099999999999,SELL,27.8769888,8.1230112
2026-01-31 18:40:00,2026-01-31 18:56:00,SHORT_SPREAD,8.0,8.0,5.0,4848.71,SELL,4836.8,BUY,58184.520000000004,58041.600000000006,4847.21,BUY,4838.3,SELL,27.894268800000003,8.105731199999997
2026-01-31 19:02:00,2026-02-01 23:01:00,SHORT_SPREAD,14.0,14.0,11.0,4870.4,SELL,4855.599999999999,BUY,58444.799999999996,58267.2,4868.9,BUY,4857.099999999999,SELL,28.01088,7.98912
2026-02-01 23:03:00,2026-03-18 18:31:00,SHORT_SPREAD,14.0,14.0,11.0,4845.25,SELL,4827.7,BUY,58143.0,57932.399999999994,4843.75,BUY,4829.2,SELL,27.858096,8.141904
2026-03-18 21:05:00,2026-03-18 21:19:00,SHORT_SPREAD,14.0,14.0,11.0,4814.75,SELL,4800.7,BUY,57777.0,57608.399999999994,4813.25,BUY,4802.2,SELL,27.692496,8.307504000000002
2026-02-01 23:03:00,2026-03-18 21:25:00,SHORT_SPREAD,11.0,11.0,8.0,4845.25,SELL,4827.7,BUY,58143.0,57932.399999999994,4843.75,BUY,4829.2,SELL,27.858096,8.141904
2026-01-31 18:59:00,2026-03-18 21:38:00,SHORT_SPREAD,8.0,8.0,5.0,4874.28,SELL,4866.0,BUY,58491.36,58392.0,4872.78,BUY,4867.5,SELL,28.0520064,7.9479936
2026-03-19 09:44:00,2026-03-19 21:41:00,LONG_SPREAD,5.0,5.0,8.0,4697.51,BUY,4692.5,SELL,56370.12,56310.0,4699.01,SELL,4691.0,BUY,27.0432288,8.956771199999999
2026-03-19 07:21:00,2026-03-19 21:44:00,LONG_SPREAD,8.0,8.0,11.0,4758.09,BUY,4750.1,SELL,57097.08,57001.200000000004,4759.59,SELL,4748.6,BUY,27.3835872,8.616412799999999
2026-03-20 09:53:00,2026-03-20 11:08:00,LONG_SPREAD,5.0,5.0,8.0,4664.5,BUY,4659.3,SELL,55974.0,55911.600000000006,4666.0,SELL,4657.8,BUY,26.852544,9.147455999999998
2026-03-20 15:06:00,2026-03-20 18:21:00,LONG_SPREAD,5.0,5.0,8.0,4575.15,BUY,4570.1,SELL,54901.799999999996,54841.200000000004,4576.65,SELL,4568.6,BUY,26.338320000000003,9.661679999999997
2026-03-20 04:36:00,2026-03-20 18:49:00,LONG_SPREAD,11.0,11.0,14.0,4727.0,BUY,4716.0,SELL,56724.0,56592.0,4728.5,SELL,4714.5,BUY,27.19584,8.80416
2026-03-20 20:08:00,2026-03-20 20:49:00,LONG_SPREAD,11.0,11.0,14.0,4511.0,BUY,4500.6,SELL,54132.0,54007.200000000004,4512.5,SELL,4499.1,BUY,25.953408000000003,10.046591999999997
2026-03-20 21:32:00,2026-03-20 21:50:00,LONG_SPREAD,11.0,11.0,14.0,4519.16,BUY,4509.1,SELL,54229.92,54109.200000000004,4520.66,SELL,4507.6,BUY,26.0013888,9.9986112
2026-03-20 21:54:00,2026-03-20 22:02:00,LONG_SPREAD,11.0,11.0,14.0,4514.07,BUY,4503.3,SELL,54168.84,54039.600000000006,4515.57,SELL,4501.8,BUY,25.9700256,10.0299744
2026-03-21 00:58:00,2026-03-21 01:36:00,LONG_SPREAD,11.0,11.0,14.0,4513.06,BUY,4502.0,SELL,54156.72,54024.0,4514.56,SELL,4500.5,BUY,25.963372800000002,10.036627199999998
2026-03-21 04:49:00,2026-03-21 07:05:00,LONG_SPREAD,11.0,11.0,14.0,4506.24,BUY,4497.8,SELL,54074.88,53973.600000000006,4507.74,SELL,4496.3,BUY,25.931635200000002,10.068364799999998
2026-03-21 08:22:00,2026-03-21 08:51:00,LONG_SPREAD,11.0,11.0,14.0,4505.9,BUY,4494.7,SELL,54070.799999999996,53936.399999999994,4507.4,SELL,4493.2,BUY,25.921727999999998,10.078272000000002
2026-03-21 14:16:00,2026-03-21 15:14:00,LONG_SPREAD,11.0,11.0,14.0,4505.2,BUY,4494.2,SELL,54062.399999999994,53930.399999999994,4506.7,SELL,4492.7,BUY,25.918271999999995,10.081728000000005
2026-03-22 11:02:00,2026-03-22 17:00:00,LONG_SPREAD,5.0,5.0,8.0,4483.17,BUY,4478.3,SELL,53798.04,53739.600000000006,4484.67,SELL,4476.8,BUY,25.8090336,10.1909664
2026-03-22 17:15:00,2026-03-22 20:00:00,LONG_SPREAD,5.0,5.0,8.0,4495.98,BUY,4490.900000000001,SELL,53951.759999999995,53890.8,4497.48,SELL,4489.400000000001,BUY,25.8822144,10.117785600000001
2026-03-22 21:32:00,2026-03-22 22:15:00,LONG_SPREAD,5.0,5.0,8.0,4478.66,BUY,4473.5,SELL,53743.92,53682.0,4480.16,SELL,4472.0,BUY,25.782220799999997,10.217779200000003
2026-03-22 22:26:00,2026-03-22 23:10:00,LONG_SPREAD,5.0,5.0,8.0,4530.96,BUY,4526.2,SELL,54371.520000000004,54314.399999999994,4532.46,SELL,4524.7,BUY,26.0846208,9.9153792
2026-03-23 00:30:00,2026-03-23 01:19:00,LONG_SPREAD,5.0,5.0,8.0,4443.15,BUY,4438.0,SELL,53317.799999999996,53256.0,4444.65,SELL,4436.5,BUY,25.577712,10.422288000000002
2026-03-23 03:03:00,2026-03-23 10:48:00,LONG_SPREAD,5.0,5.0,8.0,4376.55,BUY,4371.400000000001,SELL,52518.600000000006,52456.8,4378.05,SELL,4369.900000000001,BUY,25.194096000000002,10.805903999999998
2026-03-22 09:59:00,2026-03-23 12:43:00,LONG_SPREAD,11.0,11.0,14.0,4498.79,BUY,4488.0,SELL,53985.479999999996,53856.0,4500.29,SELL,4486.5,BUY,25.8819552,10.1180448
2026-03-23 13:03:00,2026-03-23 15:30:00,LONG_SPREAD,11.0,11.0,14.0,4452.55,BUY,4442.5,SELL,53430.600000000006,53310.0,4454.05,SELL,4441.0,BUY,25.617744000000002,10.382255999999998
2026-03-23 15:46:00,2026-03-23 18:49:00,LONG_SPREAD,11.0,11.0,14.0,4403.69,BUY,4393.0,SELL,52844.28,52716.0,4405.19,SELL,4391.5,BUY,25.3344672,10.665532800000001
2026-03-23 19:12:00,2026-03-23 22:12:00,LONG_SPREAD,11.0,11.0,14.0,4431.14,BUY,4420.0,SELL,53173.68000000001,53040.0,4432.64,SELL,4418.5,BUY,25.4912832,10.508716799999998
2026-03-24 03:53:00,2026-03-24 04:13:00,LONG_SPREAD,5.0,5.0,8.0,4350.04,BUY,4345.0,SELL,52200.479999999996,52140.0,4351.54,SELL,4343.5,BUY,25.0417152,10.958284800000001
2026-03-24 04:56:00,2026-03-24 05:12:00,LONG_SPREAD,5.0,5.0,8.0,4345.32,BUY,4340.2,SELL,52143.84,52082.399999999994,4346.82,SELL,4338.7,BUY,25.0142976,10.985702400000001
2026-03-24 11:18:00,2026-03-24 15:19:00,LONG_SPREAD,5.0,5.0,8.0,4410.3,BUY,4405.1,SELL,52923.600000000006,52861.200000000004,4411.8,SELL,4403.6,BUY,25.388352000000005,10.611647999999995
2026-03-24 17:21:00,2026-03-24 18:18:00,LONG_SPREAD,5.0,5.0,8.0,4405.13,BUY,4400.2,SELL,52861.56,52802.399999999994,4406.63,SELL,4398.7,BUY,25.359350399999997,10.640649600000003
2026-03-24 18:50:00,2026-03-24 20:27:00,LONG_SPREAD,5.0,5.0,8.0,4400.54,BUY,4395.900000000001,SELL,52806.479999999996,52750.8,4402.04,SELL,4394.400000000001,BUY,25.333747199999998,10.666252800000002
2026-03-24 21:08:00,2026-03-24 21:31:00,LONG_SPREAD,5.0,5.0,8.0,4475.45,BUY,4470.400000000001,SELL,53705.399999999994,53644.8,4476.95,SELL,4468.900000000001,BUY,25.764048000000003,10.235951999999997
2026-03-24 22:45:00,2026-03-24 23:29:00,LONG_SPREAD,5.0,5.0,8.0,4471.87,BUY,4467.0,SELL,53662.44,53604.0,4473.37,SELL,4465.5,BUY,25.743945600000004,10.256054399999996
2026-03-25 06:24:00,2026-03-25 11:42:00,LONG_SPREAD,5.0,5.0,8.0,4545.97,BUY,4541.1,SELL,54551.64,54493.200000000004,4547.47,SELL,4539.6,BUY,26.1707616,9.829238400000001
2026-03-25 13:43:00,2026-03-25 14:37:00,LONG_SPREAD,5.0,5.0,8.0,4554.3,BUY,4549.3,SELL,54651.600000000006,54591.600000000006,4555.8,SELL,4547.8,BUY,26.218368000000005,9.781631999999995
2026-03-25 20:21:00,2026-03-25 20:41:00,LONG_SPREAD,5.0,5.0,8.0,4526.89,BUY,4521.7,SELL,54322.68000000001,54260.399999999994,4528.39,SELL,4520.2,BUY,26.059939200000002,9.940060799999998
2026-03-25 21:02:00,2026-03-25 21:18:00,LONG_SPREAD,5.0,5.0,8.0,4505.15,BUY,4500.0,SELL,54061.799999999996,54000.0,4506.65,SELL,4498.5,BUY,25.934832,10.065168
2026-03-25 22:20:00,2026-03-25 22:39:00,LONG_SPREAD,5.0,5.0,8.0,4508.68,BUY,4504.400000000001,SELL,54104.16,54052.8,4510.18,SELL,4502.900000000001,BUY,25.957670400000005,10.042329599999995
2026-03-26 05:49:00,2026-03-26 09:38:00,LONG_SPREAD,5.0,5.0,8.0,4470.07,BUY,4464.900000000001,SELL,53640.84,53578.8,4471.57,SELL,4463.400000000001,BUY,25.732713600000004,10.267286399999996
2026-03-26 12:04:00,2026-03-27 05:36:00,LONG_SPREAD,5.0,5.0,8.0,4427.03,BUY,4421.900000000001,SELL,53124.36,53062.8,4428.53,SELL,4420.400000000001,BUY,25.4849184,10.515081599999998
2026-03-27 13:35:00,2026-03-27 14:04:00,LONG_SPREAD,5.0,5.0,8.0,4417.82,BUY,4413.1,SELL,53013.84,52957.200000000004,4419.32,SELL,4411.6,BUY,25.433049600000004,10.566950399999996
2026-03-27 18:44:00,2026-03-27 21:35:00,LONG_SPREAD,5.0,5.0,8.0,4525.34,BUY,4520.3,SELL,54304.08,54243.600000000006,4526.84,SELL,4518.8,BUY,26.0514432,9.948556799999999
2026-03-27 22:30:00,2026-03-28 01:14:00,LONG_SPREAD,5.0,5.0,8.0,4496.22,BUY,4491.2,SELL,53954.64,53894.399999999994,4497.72,SELL,4489.7,BUY,25.8837696,10.1162304
2026-03-28 01:27:00,2026-03-28 05:12:00,LONG_SPREAD,5.0,5.0,8.0,4492.63,BUY,4487.5,SELL,53911.56,53850.0,4494.13,SELL,4486.0,BUY,25.8627744,10.1372256
2026-03-23 22:16:00,2026-03-28 15:26:00,LONG_SPREAD,11.0,11.0,14.0,4403.56,BUY,4392.5,SELL,52842.72,52710.0,4405.06,SELL,4391.0,BUY,25.332652799999998,10.667347200000002
