datetime,open_time,spread,leg1_qty,leg2_qty,equity,leg1_notional,leg2_notional,total_mm,margin_ratio,drawdown
2026-05-02 03:54:00+00:00,1777694040000,15.789999999999964,-6.0,6.0,10541.841320199952,277.00379999999996,27.605639999999998,0.0,inf,-0.013834192428621384
2026-05-02 03:55:00+00:00,1777694100000,15.789999999999964,-6.0,6.0,10541.841320199952,277.0044,27.6057,0.0,inf,-0.013834192428621384
2026-05-02 03:56:00+00:00,1777694160000,15.760000000000218,-6.0,6.0,10542.02132019995,277.0026,27.6057,0.0,inf,-0.013817353828990742
2026-05-02 03:57:00+00:00,1777694220000,15.770000000000437,-6.0,6.0,10541.96132019995,277.0026,27.605639999999998,0.0,inf,-0.013822966695534511
2026-05-02 03:58:00+00:00,1777694280000,15.739999999999782,-6.0,6.0,10542.141320199953,277.00199999999995,27.60576,0.0,inf,-0.013806128095903203
2026-05-02 03:59:00+00:00,1777694340000,15.760000000000218,-6.0,6.0,10542.02132019995,277.0032,27.60576,0.0,inf,-0.013817353828990742
2026-05-02 04:00:00+00:00,1777694400000,15.75,-6.0,6.0,10542.081320199952,277.0026,27.60576,0.0,inf,-0.013811740962446972
2026-05-02 04:01:00+00:00,1777694460000,15.769999999999527,-6.0,6.0,10541.961320199955,277.00379999999996,27.60576,0.0,inf,-0.013822966695533956
2026-05-02 04:02:00+00:00,1777694520000,15.6299999999992,-6.0,6.0,10542.801320199957,277.00379999999996,27.606600000000004,0.0,inf,-0.013744386563923072
2026-05-02 04:03:00+00:00,1777694580000,15.769999999999527,-6.0,6.0,10541.961320199955,277.00379999999996,27.60576,0.0,inf,-0.013822966695533956
2026-05-02 04:04:00+00:00,1777694640000,15.9399999999996,-6.0,6.0,10540.941320199954,277.01399999999995,27.60576,0.0,inf,-0.013918385426775481
2026-05-02 04:05:00+00:00,1777694700000,15.930000000000291,-6.0,6.0,10541.00132019995,277.0134,27.60576,0.0,inf,-0.013912772560232267
2026-05-02 04:06:00+00:00,1777694760000,15.909999999999854,-6.0,6.0,10541.121320199953,277.0122,27.60576,0.0,inf,-0.01390154682714484
2026-05-02 04:07:00+00:00,1777694820000,15.920000000000073,-6.0,6.0,10541.061320199951,277.01279999999997,27.60576,0.0,inf,-0.013907159693688498
2026-05-02 04:08:00+00:00,1777694880000,15.739999999999782,-6.0,6.0,10542.141320199953,277.00199999999995,27.60576,0.0,inf,-0.013806128095903203
2026-05-02 04:09:00+00:00,1777694940000,15.760000000000218,-6.0,6.0,10542.02132019995,277.00199999999995,27.605639999999998,0.0,inf,-0.013817353828990742
2026-05-02 04:10:00+00:00,1777695000000,15.75,-6.0,6.0,10542.081320199952,277.0026,27.60576,0.0,inf,-0.013811740962446972
2026-05-02 04:11:00+00:00,1777695060000,15.770000000000437,-6.0,6.0,10541.96132019995,277.0026,27.605639999999998,0.0,inf,-0.013822966695534511
2026-05-02 04:12:00+00:00,1777695120000,15.769999999999527,-6.0,6.0,10541.961320199955,277.00379999999996,27.60576,0.0,inf,-0.013822966695533956
2026-05-02 04:13:00+00:00,1777695180000,15.80999999999949,-6.0,6.0,10541.721320199955,277.0044,27.605580000000003,0.0,inf,-0.013845418161708367
2026-05-02 04:14:00+00:00,1777695240000,15.789999999999964,-6.0,6.0,10541.841320199952,277.00379999999996,27.605639999999998,0.0,inf,-0.013834192428621384
2026-05-02 04:15:00+00:00,1777695300000,15.739999999999782,-6.0,6.0,10542.141320199953,277.0026,27.60582,0.0,inf,-0.013806128095903203
2026-05-02 04:16:00+00:00,1777695360000,15.789999999999964,-6.0,6.0,10541.841320199952,277.00379999999996,27.605639999999998,0.0,inf,-0.013834192428621384
2026-05-02 04:17:00+00:00,1777695420000,15.760000000000218,-6.0,6.0,10542.02132019995,277.0032,27.60576,0.0,inf,-0.013817353828990742
2026-05-02 04:18:00+00:00,1777695480000,15.779999999999745,-6.0,6.0,10541.901320199953,277.00379999999996,27.6057,0.0,inf,-0.013828579562077725
2026-05-02 04:19:00+00:00,1777695540000,15.739999999999782,-6.0,6.0,10542.141320199953,277.0014,27.6057,0.0,inf,-0.013806128095903203
2026-05-02 04:20:00+00:00,1777695600000,15.75,-6.0,6.0,10542.081320199952,277.0014,27.605639999999998,0.0,inf,-0.013811740962446972
2026-05-02 04:21:00+00:00,1777695660000,15.909999999999854,-6.0,6.0,10541.121320199953,277.0122,27.60576,0.0,inf,-0.01390154682714484
2026-05-02 04:22:00+00:00,1777695720000,15.890000000000327,-6.0,6.0,10541.24132019995,277.011,27.60576,0.0,inf,-0.013890321094057856
2026-05-02 04:23:00+00:00,1777695780000,15.88000000000011,-6.0,6.0,10541.301320199951,277.0104,27.60576,0.0,inf,-0.013884708227514087
